METERHEAD;R_MF_9A_6P;R_MF_6P_10;R_SA_9A_6P;R_SA_6P_10;R_SU_9A_6P;R_SU_6P_10;RATE_MISC;TIMEINEFFE;T_MF_9A_6P;T_MF_6P_10;T_SA_9A_6P;T_SA_6P_10;T_SU_9A_6P;T_SU_6P_10;TIME_MISC;CREDITCARD;PAY_PHONE;Geom;Geo Local Area;METERID
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53579;"{""type"": ""Point"", ""coordinates"": [-123.16712598963326, 49.2639732568106]}";Kitsilano;302712
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50628;"{""type"": ""Point"", ""coordinates"": [-123.14598878293727, 49.26636298618815]}";Kitsilano;B61803
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54801;"{""type"": ""Point"", ""coordinates"": [-123.17242255289453, 49.26406132704742]}";Kitsilano;303004
Single / Disability;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50828;"{""type"": ""Point"", ""coordinates"": [-123.17322489248718, 49.264074060501784]}";Kitsilano;303024
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53273;"{""type"": ""Point"", ""coordinates"": [-123.17236206854179, 49.2642249321995]}";Kitsilano;303001
Pay Station;$4.00;$2.00;$4.00;$2.00;$4.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;63446;"{""type"": ""Point"", ""coordinates"": [-123.12998189745689, 49.27968618966112]}";West End;161015
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61084;"{""type"": ""Point"", ""coordinates"": [-123.10484974740044, 49.281484992162206]}";Downtown;060008
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53326;"{""type"": ""Point"", ""coordinates"": [-123.06952178859949, 49.26827961964504]}";Grandview-Woodland;6C1812
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50787;"{""type"": ""Point"", ""coordinates"": [-123.1030502503427, 49.26263367671976]}";Mount Pleasant;742505
Single;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51327;"{""type"": ""Point"", ""coordinates"": [-123.12582015924319, 49.26424935867055]}";Fairview;B80940
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51430;"{""type"": ""Point"", ""coordinates"": [-123.11900081745509, 49.264251006423976]}";Fairview;B80631
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;51231;"{""type"": ""Point"", ""coordinates"": [-123.14167401872082, 49.26786911691299]}";Fairview;B41614
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53360;"{""type"": ""Point"", ""coordinates"": [-123.17169794182757, 49.26404903923834]}";Kitsilano;302930
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54675;"{""type"": ""Point"", ""coordinates"": [-123.15249162165892, 49.2344524313]}";Kerrisdale;K12004
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54619;"{""type"": ""Point"", ""coordinates"": [-123.15336818897717, 49.23446504262606]}";Kerrisdale;K12024
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54845;"{""type"": ""Point"", ""coordinates"": [-123.10169002088652, 49.24604027462301]}";Riley Park;E80121
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52862;"{""type"": ""Point"", ""coordinates"": [-123.1069991737369, 49.266584154187136]}";Mount Pleasant;B50101
Pay Station;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;;Yes;59881;"{""type"": ""Point"", ""coordinates"": [-123.13888433869779, 49.2584282727018]}";Fairview;613015
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53730;"{""type"": ""Point"", ""coordinates"": [-123.11480516699201, 49.254002876135715]}";Riley Park;D90443
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;51064;"{""type"": ""Point"", ""coordinates"": [-123.14612838189501, 49.26895108904923]}";Kitsilano;B31807
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51353;"{""type"": ""Point"", ""coordinates"": [-123.12704652681583, 49.264271314274296]}";Fairview;B81006
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51298;"{""type"": ""Point"", ""coordinates"": [-123.12755716816336, 49.264279746861384]}";Fairview;B81016
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54447;"{""type"": ""Point"", ""coordinates"": [-123.10694174401313, 49.26748669583711]}";Mount Pleasant;B40103
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65010;"{""type"": ""Point"", ""coordinates"": [-123.12958289296442, 49.288210942640895]}";West End;680719
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65629;"{""type"": ""Point"", ""coordinates"": [-123.13032846635656, 49.2877296991674]}";West End;680807
Twin;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50576;"{""type"": ""Point"", ""coordinates"": [-123.1470790177366, 49.26812667811388]}";Kitsilano;B41825
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;61637;"{""type"": ""Point"", ""coordinates"": [-123.1390687206085, 49.28501347541269]}";West End;701205
Twin;$3.00;$6.00;$3.00;$6.00;$3.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64188;"{""type"": ""Point"", ""coordinates"": [-123.13628344632043, 49.29100556173495]}";West End;720809
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51995;"{""type"": ""Point"", ""coordinates"": [-123.13145103644072, 49.263231128846755]}";Fairview;862503
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54280;"{""type"": ""Point"", ""coordinates"": [-123.14256446729705, 49.263573621074784]}";Fairview;301632
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61347;"{""type"": ""Point"", ""coordinates"": [-123.09692847321007, 49.278307821413826]}";Strathcona;500702
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62112;"{""type"": ""Point"", ""coordinates"": [-123.09707501832611, 49.277844284556025]}";Strathcona;500715
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63212;"{""type"": ""Point"", ""coordinates"": [-123.10582097826571, 49.28042522133651]}";Downtown;440509
Twin;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53746;"{""type"": ""Point"", ""coordinates"": [-123.15543712290216, 49.268259470824624]}";Kitsilano;B42201
Single;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52353;"{""type"": ""Point"", ""coordinates"": [-123.13392994190187, 49.26437849910939]}";Fairview;B81302
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54631;"{""type"": ""Point"", ""coordinates"": [-123.11480516699201, 49.254002876135715]}";Riley Park;D90445
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52703;"{""type"": ""Point"", ""coordinates"": [-123.11569152897503, 49.25418177945901]}";South Cambie;D90507
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63738;"{""type"": ""Point"", ""coordinates"": [-123.1282338062221, 49.290660689097976]}";Downtown;690519
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61139;"{""type"": ""Point"", ""coordinates"": [-123.10622938448846, 49.28173615474656]}";Downtown;060036
Twin;$5.00;$2.00;$5.00;$2.00;$5.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61028;"{""type"": ""Point"", ""coordinates"": [-123.11043623732105, 49.28298303503198]}";Downtown;060308
Twin;$7.00;$4.00;$7.00;$4.00;$7.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64791;"{""type"": ""Point"", ""coordinates"": [-123.11132212986364, 49.283554260137386]}";Downtown;060408
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51461;"{""type"": ""Point"", ""coordinates"": [-123.13976195720859, 49.268738133125616]}";Fairview;B31520
Twin Bay Single;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;65127;"{""type"": ""Point"", ""coordinates"": [-123.12363308965463, 49.28261777761372]}";Downtown;640826
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63592;"{""type"": ""Point"", ""coordinates"": [-123.12313359543622, 49.282948559877966]}";Downtown;640810
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63860;"{""type"": ""Point"", ""coordinates"": [-123.0980762369644, 49.28121701864611]}";Strathcona;070226
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63832;"{""type"": ""Point"", ""coordinates"": [-123.09813786552589, 49.281398803843814]}";Strathcona;070225
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63470;"{""type"": ""Point"", ""coordinates"": [-123.09973512045855, 49.28254195559297]}";Downtown;510217
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62547;"{""type"": ""Point"", ""coordinates"": [-123.09975356048515, 49.282092765540135]}";Downtown;510303
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65148;"{""type"": ""Point"", ""coordinates"": [-123.09976906518361, 49.28175630554687]}";Downtown;510313
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64759;"{""type"": ""Point"", ""coordinates"": [-123.09977310036942, 49.28164368244165]}";Downtown;510319
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61756;"{""type"": ""Point"", ""coordinates"": [-123.09977789758952, 49.2815339461281]}";Downtown;510321
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64669;"{""type"": ""Point"", ""coordinates"": [-123.10159701698224, 49.28146308015758]}";Downtown;070111
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62575;"{""type"": ""Point"", ""coordinates"": [-123.10178230009488, 49.28146671306694]}";Downtown;070105
Pay Station;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;$2.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67252;"{""type"": ""Point"", ""coordinates"": [-123.10206462374109, 49.28351370319224]}";Downtown;520102C
Pay Station;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67245;"{""type"": ""Point"", ""coordinates"": [-123.10229389895252, 49.28273845816043]}";Downtown;520211C
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64376;"{""type"": ""Point"", ""coordinates"": [-123.10142470135254, 49.281460227145374]}";Downtown;070115
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62345;"{""type"": ""Point"", ""coordinates"": [-123.10176369425913, 49.281285008868316]}";Downtown;070106
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63485;"{""type"": ""Point"", ""coordinates"": [-123.10071987317656, 49.28126587317077]}";Downtown;070130
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61990;"{""type"": ""Point"", ""coordinates"": [-123.10055660492543, 49.281262750117506]}";Downtown;070136
Single;$5.00;$3.00;$5.00;$3.00;$5.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;66322;"{""type"": ""Point"", ""coordinates"": [-123.11636624381093, 49.28099031561216]}";Downtown;590704
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;59893;"{""type"": ""Point"", ""coordinates"": [-123.10396986284492, 49.26369609527022]}";Mount Pleasant;A80018C
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;;59894;"{""type"": ""Point"", ""coordinates"": [-123.10585823887196, 49.26383700855721]}";Mount Pleasant;B80017C
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;59896;"{""type"": ""Point"", ""coordinates"": [-123.10857758842671, 49.26389553555601]}";Mount Pleasant;B80133C
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;59897;"{""type"": ""Point"", ""coordinates"": [-123.10755802123718, 49.263756901576464]}";Mount Pleasant;B80112C
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;57921;"{""type"": ""Point"", ""coordinates"": [-123.1102479047267, 49.26380528808786]}";Mount Pleasant;B80218C
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;57928;"{""type"": ""Point"", ""coordinates"": [-123.11217107680537, 49.264861740882]}";Mount Pleasant;B70317C
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;57924;"{""type"": ""Point"", ""coordinates"": [-123.10345957976112, 49.26469570470793]}";Mount Pleasant;A70021C
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;57924;"{""type"": ""Point"", ""coordinates"": [-123.10413283187958, 49.26470793605065]}";Mount Pleasant;A70007C
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;57925;"{""type"": ""Point"", ""coordinates"": [-123.10574418102833, 49.264735446123105]}";Mount Pleasant;B70015C
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;57926;"{""type"": ""Point"", ""coordinates"": [-123.1086758057831, 49.26478949462518]}";Mount Pleasant;B70133C
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50480;"{""type"": ""Point"", ""coordinates"": [-123.14003637286135, 49.26447974163952]}";Fairview;B81524
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51600;"{""type"": ""Point"", ""coordinates"": [-123.13885635579037, 49.26457048819652]}";Fairview;B81503
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51986;"{""type"": ""Point"", ""coordinates"": [-123.13904755695339, 49.264573946289055]}";Fairview;B81505
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50722;"{""type"": ""Point"", ""coordinates"": [-123.15589458387174, 49.236507280337555]}";Arbutus-Ridge;H92101
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53594;"{""type"": ""Point"", ""coordinates"": [-123.15599313108089, 49.23562088114242]}";Arbutus-Ridge;K02107
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;61627;"{""type"": ""Point"", ""coordinates"": [-123.12661947728985, 49.27168461951939]}";Downtown;581450
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;62978;"{""type"": ""Point"", ""coordinates"": [-123.12646887685476, 49.27194137236661]}";Downtown;581433
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60334;"{""type"": ""Point"", ""coordinates"": [-123.1023694917443, 49.280770156443694]}";Downtown;520411
Twin;$6.00;$6.00;$6.00;$6.00;$6.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;66954;"{""type"": ""Point"", ""coordinates"": [-123.10753574456905, 49.28413494925236]}";Downtown;180121
Twin;$6.00;$6.00;$6.00;$6.00;$6.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;66969;"{""type"": ""Point"", ""coordinates"": [-123.10770100591525, 49.2841647582638]}";Downtown;180127
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;51306;"{""type"": ""Point"", ""coordinates"": [-123.14443417135979, 49.268083770227754]}";Fairview;B41723
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50233;"{""type"": ""Point"", ""coordinates"": [-123.14497068506014, 49.268092714186814]}";Fairview;B41733
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;51677;"{""type"": ""Point"", ""coordinates"": [-123.14497068506014, 49.268092714186814]}";Fairview;B41735
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51666;"{""type"": ""Point"", ""coordinates"": [-123.17651110140551, 49.264294362925554]}";Kitsilano;303209
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52199;"{""type"": ""Point"", ""coordinates"": [-123.17668197236863, 49.26429691726113]}";Kitsilano;303211
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51520;"{""type"": ""Point"", ""coordinates"": [-123.17702540887518, 49.26430311999337]}";Kitsilano;303221
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53252;"{""type"": ""Point"", ""coordinates"": [-123.17736129344102, 49.26430761521276]}";Kitsilano;303227
Twin;$7.00;$6.00;$7.00;$6.00;$7.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51127;"{""type"": ""Point"", ""coordinates"": [-123.11756900717994, 49.2639557203998]}";Fairview;802403
